ID,Sales_agent,Product_name,Company_name,Deal_stage,Engage_date,Close_date,Close_value,sector,Year_established,Revenue,Employees,Office,Product_series,Sales_price,manager,Regional_office
AEBF9M5T,Lajuana Vencill,GTX Basic,Ron-tech,Won,2017-01-10,2017-03-30,489.0,medical,1992-01-01,3922.42,6837.0,United States,GTX,550.0,Dustin Brinkmann,Central
MCE5DKD1,Markita Hansen,MG Special,Bioholding,Engaging,2017-01-10,,,medical,2012-01-01,587.34,1356.0,Philipines,MG,55.0,Celia Rouche,West
EV46ES18,Markita Hansen,GTX Plus Pro,Golddex,Won,2017-01-10,2017-03-16,5908.0,finance,2008-01-01,52.5,165.0,United States,GTX,5482.0,Celia Rouche,West
ID3IJHUS,Markita Hansen,MG Advanced,Xx-holding,Won,2017-01-10,2017-03-11,3820.0,finance,1993-01-01,7537.24,20293.0,United States,MG,3393.0,Celia Rouche,West
YBJ72HKE,Maureen Marcano,GTX Plus Basic,Hottechi,Lost,2017-01-10,2017-03-12,0.0,technolgy,1997-01-01,8170.38,16499.0,Korea,GTX,1096.0,Summer Sewald,West
5DEO8EDS,Vicki Laflamme,GTX Basic,Rantouch,Won,2017-01-10,2017-03-20,581.0,telecommunications,1994-01-01,1188.42,3015.0,United States,GTX,550.0,Celia Rouche,West
WPXAMXD2,Darcel Schlecht,GTX Plus Pro,Funholding,Lost,2017-01-11,2017-03-10,0.0,finance,1991-01-01,2819.5,7227.0,United States,GTX,5482.0,Melvin Marxen,Central
A4BBDK82,Jonathan Berthelot,GTX Basic,Gogozoom,Won,2017-01-11,2017-03-28,585.0,telecommunications,2007-01-01,86.68,187.0,United States,GTX,550.0,Melvin Marxen,Central
LMOAYCUK,Kami Bicknell,GTX Plus Basic,Plusstrip,Engaging,2017-01-11,,,entertainment,2002-01-01,349.81,315.0,United States,GTX,1096.0,Summer Sewald,West
4XCJP60W,Kami Bicknell,GTX Basic,Nam-zim,Won,2017-01-11,2017-05-06,572.0,services,1987-01-01,405.59,1179.0,Brazil,GTX,550.0,Summer Sewald,West
CDKX2A19,Lajuana Vencill,MG Advanced,Zumgoity,Won,2017-01-11,2017-03-12,3669.0,medical,1984-01-01,441.08,1210.0,United States,MG,3393.0,Dustin Brinkmann,Central
344I60EI,Markita Hansen,GTX Plus Basic,Golddex,Won,2017-01-11,2017-03-16,1091.0,finance,2008-01-01,52.5,165.0,United States,GTX,1096.0,Celia Rouche,West
YI30GSB5,Marty Freudenburg,GTX Plus Basic,Rangreen,Lost,2017-01-11,2017-03-31,0.0,technolgy,1987-01-01,2938.67,8775.0,Panama,GTX,1096.0,Melvin Marxen,Central
6IMUQYMN,Corliss Cosme,GTX Basic,Vehement Capital Partners,Won,2017-01-12,2017-03-10,540.0,finance,1993-01-01,646.1,883.0,United States,GTX,550.0,Cara Losch,East
N9GAZ6B6,Gladys Colclough,MG Special,Zumgoity,Won,2017-01-12,2017-03-20,49.0,medical,1984-01-01,441.08,1210.0,United States,MG,55.0,Melvin Marxen,Central
8O3IYWSM,Jonathan Berthelot,GTX Basic,Globex Corporation,Won,2017-01-12,2017-05-17,513.0,technolgy,2000-01-01,1223.72,2497.0,Norway,GTX,550.0,Melvin Marxen,Central
R3OR0J5C,Lajuana Vencill,MG Special,Gogozoom,Won,2017-01-12,2017-03-30,54.0,telecommunications,2007-01-01,86.68,187.0,United States,MG,55.0,Dustin Brinkmann,Central
0I6U3MQ6,Violet Mclelland,GTX Basic,Funholding,Engaging,2017-01-12,,,finance,1991-01-01,2819.5,7227.0,United States,GTX,550.0,Cara Losch,East
RXV4UXRE,Violet Mclelland,MG Special,Yearin,Won,2017-01-12,2017-03-23,56.0,retail,2005-01-01,2261.05,3851.0,United States,MG,55.0,Cara Losch,East
5AKGNKX1,Anna Snelling,MG Special,Konmatfix,Won,2017-01-13,2017-03-16,58.0,marketing,1985-01-01,375.43,1190.0,United States,MG,55.0,Dustin Brinkmann,Central
KNLMLTJH,Anna Snelling,MG Special,Treequote,Won,2017-01-13,2017-03-27,58.0,telecommunications,1988-01-01,5266.09,8595.0,United States,MG,55.0,Dustin Brinkmann,Central
WRUG19FZ,Hayden Neloms,MG Advanced,Vehement Capital Partners,Engaging,2017-01-13,,,finance,1993-01-01,646.1,883.0,United States,MG,3393.0,Celia Rouche,West
H06UZJH8,Kary Hendrixson,MG Special,Plusstrip,Lost,2017-01-13,2017-05-08,0.0,entertainment,2002-01-01,349.81,315.0,United States,MG,55.0,Summer Sewald,West
K1RXVUG9,Kary Hendrixson,GTX Basic,Nam-zim,Won,2017-01-13,2017-03-14,619.0,services,1987-01-01,405.59,1179.0,Brazil,GTX,550.0,Summer Sewald,West
1QT3STIA,Maureen Marcano,GTX Plus Pro,Xx-holding,Won,2017-01-13,2017-05-14,5163.0,finance,1993-01-01,7537.24,20293.0,United States,GTX,5482.0,Summer Sewald,West
DFTR2O9K,Reed Clapper,MG Special,Donquadtech,Won,2017-01-13,2017-05-08,56.0,technolgy,1992-01-01,1712.68,3194.0,United States,MG,55.0,Rocco Neubert,East
S9MECO24,Violet Mclelland,MG Advanced,Sumace,Lost,2017-01-13,2017-03-31,0.0,retail,2000-01-01,167.89,493.0,Romania,MG,3393.0,Cara Losch,East
VKT0UN11,James Ascencio,MG Advanced,Codehow,Engaging,2017-01-14,,,software,1998-01-01,2714.9,2641.0,United States,MG,3393.0,Summer Sewald,West
SKTD4GGU,Kami Bicknell,GTX Basic,Golddex,Won,2017-01-14,2017-03-28,610.0,finance,2008-01-01,52.5,165.0,United States,GTX,550.0,Summer Sewald,West
JIACLB24,Vicki Laflamme,GTX Basic,Scottech,Engaging,2017-01-14,,,marketing,2012-01-01,45.39,100.0,United States,GTX,550.0,Celia Rouche,West
SNAPG5KC,Vicki Laflamme,MG Advanced,Hatfan,Lost,2017-01-14,2017-05-05,0.0,services,1982-01-01,792.46,1299.0,United States,MG,3393.0,Celia Rouche,West
J28ZRO9G,Wilburn Farren,MG Advanced,Konex,Won,2017-01-14,2017-05-18,2880.0,technolgy,1980-01-01,7708.38,13756.0,United States,MG,3393.0,Cara Losch,East
5VYJCJAE,Corliss Cosme,GTX Plus Pro,Zoomit,Engaging,2017-01-15,,,entertainment,1992-01-01,324.19,978.0,United States,GTX,5482.0,Cara Losch,East
KZ8Q0AFX,Corliss Cosme,GTX Plus Basic,Initech,Lost,2017-01-15,2017-05-02,0.0,telecommunications,1994-01-01,6395.05,20275.0,United States,GTX,1096.0,Cara Losch,East
CT3HBBI2,Elease Gluck,MG Special,Mathtouch,Engaging,2017-01-15,,,marketing,1984-01-01,3027.46,9516.0,Jordan,MG,55.0,Celia Rouche,West
AOOFHH6F,Markita Hansen,MG Special,Scotfind,Won,2017-01-15,2017-05-18,60.0,software,1996-01-01,6354.87,16780.0,United States,MG,55.0,Celia Rouche,West
5U9Y1P87,Maureen Marcano,GTX Basic,Condax,Won,2017-01-15,2017-03-21,688.0,medical,2017-01-01,4.54,9.0,United States,GTX,550.0,Summer Sewald,West
J0Y91LUA,Maureen Marcano,GTX Plus Pro,Goodsilron,Won,2017-01-15,2017-03-22,6142.0,marketing,2000-01-01,2952.73,5107.0,United States,GTX,5482.0,Summer Sewald,West
PHR8KB1Y,Niesha Huffines,GTX Plus Pro,Warephase,Won,2017-01-15,2017-05-15,6270.0,services,1997-01-01,2041.73,5276.0,United States,GTX,5482.0,Melvin Marxen,Central
TBZMXKH4,Wilburn Farren,MG Advanced,Acme Corporation,Won,2017-01-15,2017-03-29,3833.0,technolgy,1996-01-01,1100.04,2822.0,United States,MG,3393.0,Cara Losch,East
WNXZ1FGS,Daniell Hammack,GTX Plus Basic,Bubba Gump,Lost,2017-01-16,2017-03-28,0.0,software,2002-01-01,987.39,2253.0,United States,GTX,1096.0,Rocco Neubert,East
S3W6Q07M,Kami Bicknell,GTX Plus Pro,Acme Corporation,Engaging,2017-01-16,,,technolgy,1996-01-01,1100.04,2822.0,United States,GTX,5482.0,Summer Sewald,West
6389JY2H,Moses Frase,MG Special,Hottechi,Won,2017-01-16,2017-06-02,57.0,technolgy,1997-01-01,8170.38,16499.0,Korea,MG,55.0,Dustin Brinkmann,Central
SZ81H1PM,Versie Hillebrand,MG Special,Cancity,Won,2017-01-16,2017-03-17,47.0,retail,2001-01-01,718.62,2448.0,United States,MG,55.0,Dustin Brinkmann,Central
M842E8JB,Violet Mclelland,MG Special,Donware,Lost,2017-01-16,2017-03-13,0.0,marketing,1999-01-01,1197.44,2570.0,United States,MG,55.0,Cara Losch,East
JRJ7DBW5,Daniell Hammack,MG Advanced,Plussunin,Lost,2017-01-17,2017-03-19,0.0,retail,2003-01-01,1419.98,4018.0,United States,MG,3393.0,Rocco Neubert,East
N9C0OCYY,Gladys Colclough,MG Special,Inity,Won,2017-01-17,2017-05-04,57.0,marketing,1986-01-01,2403.58,8801.0,United States,MG,55.0,Melvin Marxen,Central
0OESOJNN,James Ascencio,GTX Plus Basic,Warephase,Engaging,2017-01-17,,,services,1997-01-01,2041.73,5276.0,United States,GTX,1096.0,Summer Sewald,West
R7XZAIWS,Jonathan Berthelot,MG Advanced,Genco Pura Olive Oil Company,Won,2017-01-17,2017-03-14,3257.0,retail,2007-01-01,894.33,1635.0,Italy,MG,3393.0,Melvin Marxen,Central
FFO5WOHT,Kami Bicknell,GTX Basic,Sunnamplex,Won,2017-01-17,2017-05-08,511.0,marketing,2008-01-01,894.37,1593.0,Poland,GTX,550.0,Summer Sewald,West
XHHJ48MJ,Kami Bicknell,GTX Basic,Y-corporation,Won,2017-01-17,2017-03-14,607.0,employment,1983-01-01,2871.35,9561.0,United States,GTX,550.0,Summer Sewald,West
YAR5GGA4,Markita Hansen,GTX Plus Pro,Cheers,Won,2017-01-17,2017-03-29,5120.0,entertainment,1993-01-01,4269.9,6472.0,United States,GTX,5482.0,Celia Rouche,West
NOVPMLOV,Niesha Huffines,GTX Plus Basic,Hottechi,Won,2017-01-17,2017-03-23,1343.0,technolgy,1997-01-01,8170.38,16499.0,Korea,GTX,1096.0,Melvin Marxen,Central
UPHN2I1Q,Niesha Huffines,MG Special,Rundofase,Won,2017-01-17,2017-05-14,55.0,technolgy,1983-01-01,1008.06,1238.0,United States,MG,55.0,Melvin Marxen,Central
NN9R2Y4W,Vicki Laflamme,MG Special,Faxquote,Won,2017-01-17,2017-03-30,49.0,telecommunications,1995-01-01,1825.82,5595.0,United States,MG,55.0,Celia Rouche,West
977FJ9QQ,Boris Faz,GTX Basic,The New York Inquirer,Lost,2017-01-18,2017-03-29,0.0,medical,1996-01-01,439.21,792.0,United States,GTX,550.0,Rocco Neubert,East
NU8LWEWU,James Ascencio,GTX Plus Pro,Groovestreet,Won,2017-01-18,2017-05-03,5264.0,retail,2003-01-01,223.8,299.0,United States,GTX,5482.0,Summer Sewald,West
904203D6,Moses Frase,MG Special,Dontechi,Won,2017-01-18,2017-03-29,59.0,software,1982-01-01,4618.0,10083.0,United States,MG,55.0,Dustin Brinkmann,Central
Z0TSV030,Garret Kinder,GTX Basic,Opentech,Won,2017-01-19,2017-03-30,617.0,finance,1994-01-01,355.23,853.0,United States,GTX,550.0,Cara Losch,East
8C4QM1X6,Gladys Colclough,GTX Basic,Codehow,Won,2017-01-19,2017-06-04,565.0,software,1998-01-01,2714.9,2641.0,United States,GTX,550.0,Melvin Marxen,Central
NOPI41RP,James Ascencio,GTX Basic,Sonron,Won,2017-01-19,2017-03-01,511.0,telecommunications,1999-01-01,1699.85,5108.0,United States,GTX,550.0,Summer Sewald,West
2536CW3V,Kami Bicknell,GTX Plus Basic,Rantouch,Lost,2017-01-19,2017-05-08,0.0,telecommunications,1994-01-01,1188.42,3015.0,United States,GTX,1096.0,Summer Sewald,West
AC5YXLIR,Kary Hendrixson,MG Special,Faxquote,Won,2017-01-19,2017-03-30,60.0,telecommunications,1995-01-01,1825.82,5595.0,United States,MG,55.0,Summer Sewald,West
HSGJKH6U,Kary Hendrixson,MG Advanced,Plexzap,Won,2017-01-19,2017-03-29,3407.0,retail,2001-01-01,2437.85,4874.0,United States,MG,3393.0,Summer Sewald,West
4TZF9N1D,Kary Hendrixson,MG Advanced,Xx-holding,Won,2017-01-19,2017-03-28,3273.0,finance,1993-01-01,7537.24,20293.0,United States,MG,3393.0,Summer Sewald,West
HNKZ2IC6,Markita Hansen,GTX Plus Basic,Y-corporation,Lost,2017-01-19,2017-03-26,0.0,employment,1983-01-01,2871.35,9561.0,United States,GTX,1096.0,Celia Rouche,West
BB6TCH8B,Markita Hansen,MG Special,Sunnamplex,Lost,2017-01-19,2017-05-05,0.0,marketing,2008-01-01,894.37,1593.0,Poland,MG,55.0,Celia Rouche,West
IMTPZV7J,Moses Frase,MG Advanced,Gogozoom,Won,2017-01-19,2017-05-01,3363.0,telecommunications,2007-01-01,86.68,187.0,United States,MG,3393.0,Dustin Brinkmann,Central
6NXY7144,Vicki Laflamme,GTX Basic,Xx-holding,Won,2017-01-19,2017-03-31,365.0,finance,1993-01-01,7537.24,20293.0,United States,GTX,550.0,Celia Rouche,West
KBKHKULU,Zane Levy,GTX Plus Pro,Lexiqvolax,Won,2017-01-19,2017-03-18,4869.0,medical,2004-01-01,1618.89,3889.0,United States,GTX,5482.0,Summer Sewald,West
INMJIFTF,Corliss Cosme,GTX Basic,Ontomedia,Won,2017-01-20,2017-06-06,599.0,employment,1997-01-01,882.12,2769.0,United States,GTX,550.0,Cara Losch,East
FUVQ5UKB,Daniell Hammack,MG Advanced,Konex,Won,2017-01-20,2017-05-20,3194.0,technolgy,1980-01-01,7708.38,13756.0,United States,MG,3393.0,Rocco Neubert,East
O462ARMZ,Garret Kinder,GTX Plus Pro,Condax,Won,2017-01-20,2017-06-05,5429.0,medical,2017-01-01,4.54,9.0,United States,GTX,5482.0,Cara Losch,East
QVF0JRM5,Jonathan Berthelot,MG Advanced,Domzoom,Won,2017-01-20,2017-03-28,3459.0,entertainment,1998-01-01,217.87,551.0,United States,MG,3393.0,Melvin Marxen,Central
3TDWLPMV,Lajuana Vencill,MG Advanced,Warephase,Lost,2017-01-20,2017-03-11,0.0,services,1997-01-01,2041.73,5276.0,United States,MG,3393.0,Dustin Brinkmann,Central
JN1ZFD18,Lajuana Vencill,MG Special,Domzoom,Won,2017-01-20,2017-03-06,56.0,entertainment,1998-01-01,217.87,551.0,United States,MG,55.0,Dustin Brinkmann,Central
SRFVQ0HG,Moses Frase,GTX Plus Basic,Codehow,Lost,2017-01-20,2017-03-24,0.0,software,1998-01-01,2714.9,2641.0,United States,GTX,1096.0,Dustin Brinkmann,Central
D7H1EGS9,Zane Levy,GTX Basic,Lexiqvolax,Lost,2017-01-20,2017-03-20,0.0,medical,2004-01-01,1618.89,3889.0,United States,GTX,550.0,Summer Sewald,West
1DDW2GQW,Anna Snelling,MG Advanced,Cancity,Lost,2017-01-21,2017-03-09,0.0,retail,2001-01-01,718.62,2448.0,United States,MG,3393.0,Dustin Brinkmann,Central
WPGTHV8V,Darcel Schlecht,GTX Basic,Ron-tech,Won,2017-01-21,2017-03-19,657.0,medical,1992-01-01,3922.42,6837.0,United States,GTX,550.0,Melvin Marxen,Central
GWAT8UWK,Lajuana Vencill,GTX Basic,Scottech,Won,2017-01-21,2017-03-25,638.0,marketing,2012-01-01,45.39,100.0,United States,GTX,550.0,Dustin Brinkmann,Central
IZD69C5Q,Marty Freudenburg,MG Special,Betatech,Won,2017-01-21,2017-06-06,41.0,medical,1986-01-01,647.18,1185.0,Kenya,MG,55.0,Melvin Marxen,Central
QFU565JJ,Rosie Papadopoulos,GTX Plus Pro,Initech,Won,2017-01-21,2017-05-07,5582.0,telecommunications,1994-01-01,6395.05,20275.0,United States,GTX,5482.0,Cara Losch,East
Z5BCBTAO,Versie Hillebrand,MG Special,Konmatfix,Won,2017-01-21,2017-05-20,60.0,marketing,1985-01-01,375.43,1190.0,United States,MG,55.0,Dustin Brinkmann,Central
2KKRRM1G,Zane Levy,GTX Plus Basic,Y-corporation,Won,2017-01-21,2017-05-03,1036.0,employment,1983-01-01,2871.35,9561.0,United States,GTX,1096.0,Summer Sewald,West
RLUGVSNV,Darcel Schlecht,GTX Plus Basic,Funholding,Won,2017-01-22,2017-05-12,943.0,finance,1991-01-01,2819.5,7227.0,United States,GTX,1096.0,Melvin Marxen,Central
ZKSJ1DOK,Elease Gluck,GTX Basic,Kan-code,Won,2017-01-22,2017-06-07,581.0,software,1982-01-01,11698.03,34288.0,United States,GTX,550.0,Celia Rouche,West
K8RQWTP4,Jonathan Berthelot,MG Special,Codehow,Lost,2017-01-22,2017-05-15,0.0,software,1998-01-01,2714.9,2641.0,United States,MG,55.0,Melvin Marxen,Central
RSZC6BMW,Moses Frase,GTX Basic,Toughzap,Won,2017-01-22,2017-05-07,538.0,retail,1995-01-01,332.43,799.0,United States,GTX,550.0,Dustin Brinkmann,Central
O7YNBRX0,Reed Clapper,GTX Plus Basic,Donquadtech,Won,2017-01-22,2017-03-28,1100.0,technolgy,1992-01-01,1712.68,3194.0,United States,GTX,1096.0,Rocco Neubert,East
AAYV8GV4,Anna Snelling,MG Advanced,Inity,Lost,2017-01-23,2017-05-05,0.0,marketing,1986-01-01,2403.58,8801.0,United States,MG,3393.0,Dustin Brinkmann,Central
EDEBWIOX,Cecily Lampkin,MG Advanced,Finhigh,Lost,2017-01-23,2017-05-28,0.0,finance,2006-01-01,1102.43,1759.0,United States,MG,3393.0,Dustin Brinkmann,Central
VAH6Y3F6,Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,2017-01-23,2017-05-17,1039.0,technolgy,1997-01-01,8170.38,16499.0,Korea,GTX,1096.0,Melvin Marxen,Central
4U431MNA,Lajuana Vencill,MG Special,dambase,Lost,2017-01-23,2017-05-11,0.0,marketing,1995-01-01,2173.98,2928.0,United States,MG,55.0,Dustin Brinkmann,Central
5HKAT5GS,Reed Clapper,GTX Plus Basic,Umbrella Corporation,Won,2017-01-23,2017-05-10,1076.0,finance,1998-01-01,2022.14,5113.0,United States,GTX,1096.0,Rocco Neubert,East
F5VDTC4M,Rosalina Dieter,MG Special,Konex,Lost,2017-01-23,2017-05-06,0.0,technolgy,1980-01-01,7708.38,13756.0,United States,MG,55.0,Celia Rouche,West
UO4KXDBC,Rosalina Dieter,MG Special,Rantouch,Lost,2017-01-23,2017-05-23,0.0,telecommunications,1994-01-01,1188.42,3015.0,United States,MG,55.0,Celia Rouche,West
TBIW957T,Versie Hillebrand,MG Special,Rundofase,Won,2017-01-23,2017-03-16,53.0,technolgy,1983-01-01,1008.06,1238.0,United States,MG,55.0,Dustin Brinkmann,Central
MSEIIH95,Versie Hillebrand,MG Advanced,Statholdings,Won,2017-01-23,2017-03-23,3046.0,employment,1997-01-01,291.27,586.0,United States,MG,3393.0,Dustin Brinkmann,Central
V4324HG4,Violet Mclelland,MG Special,Acme Corporation,Lost,2017-01-23,2017-05-06,0.0,technolgy,1996-01-01,1100.04,2822.0,United States,MG,55.0,Cara Losch,East
N852D2Z8,Zane Levy,GTX Basic,Scotfind,Lost,2017-01-23,2017-03-30,0.0,software,1996-01-01,6354.87,16780.0,United States,GTX,550.0,Summer Sewald,West
NOXNFJ2L,Darcel Schlecht,GTX Plus Basic,Warephase,Won,2017-01-24,2017-05-17,1067.0,services,1997-01-01,2041.73,5276.0,United States,GTX,1096.0,Melvin Marxen,Central
PKDJTR06,Kami Bicknell,GTX Plus Basic,Hatfan,Engaging,2017-01-24,,,services,1982-01-01,792.46,1299.0,United States,GTX,1096.0,Summer Sewald,West
NN6CSUWT,Daniell Hammack,GTX Plus Basic,Zathunicon,Won,2017-01-25,2017-03-21,1065.0,retail,2010-01-01,71.12,144.0,United States,GTX,1096.0,Rocco Neubert,East
X69POZIN,Kary Hendrixson,GTX Basic,Lexiqvolax,Won,2017-01-25,2017-05-06,481.0,medical,2004-01-01,1618.89,3889.0,United States,GTX,550.0,Summer Sewald,West
4FAEDB16,Markita Hansen,GTX Basic,J-Texon,Lost,2017-01-25,2017-05-22,0.0,retail,1989-01-01,1388.67,3583.0,United States,GTX,550.0,Celia Rouche,West
CPGCT81C,Maureen Marcano,GTX Basic,Dalttechnology,Won,2017-01-25,2017-03-06,499.0,software,2013-01-01,98.79,96.0,United States,GTX,550.0,Summer Sewald,West
P13DDOTM,Rosie Papadopoulos,MG Special,Bioplex,Won,2017-01-25,2017-03-08,59.0,medical,1991-01-01,326.82,1016.0,United States,MG,55.0,Cara Losch,East
1PN7TVPX,Vicki Laflamme,MG Special,Hottechi,Lost,2017-01-25,2017-05-01,0.0,technolgy,1997-01-01,8170.38,16499.0,Korea,MG,55.0,Celia Rouche,West
9ZKORPL2,Violet Mclelland,MG Special,Initech,Won,2017-01-25,2017-05-09,45.0,telecommunications,1994-01-01,6395.05,20275.0,United States,MG,55.0,Cara Losch,East
BVYMJ6TD,Cassey Cress,GTX Plus Pro,Vehement Capital Partners,Won,2017-01-26,2017-05-13,6117.0,finance,1993-01-01,646.1,883.0,United States,GTX,5482.0,Rocco Neubert,East
VXX8GJGY,Donn Cantrell,GTX Plus Basic,The New York Inquirer,Won,2017-01-26,2017-03-19,1158.0,medical,1996-01-01,439.21,792.0,United States,GTX,1096.0,Rocco Neubert,East
ES9L0DXE,Garret Kinder,MG Special,Kinnamplus,Won,2017-01-26,2017-05-22,59.0,retail,2004-01-01,702.72,1831.0,United States,MG,55.0,Cara Losch,East
AANB25RH,Kami Bicknell,GTX Plus Basic,Dalttechnology,Lost,2017-01-26,2017-05-24,0.0,software,2013-01-01,98.79,96.0,United States,GTX,1096.0,Summer Sewald,West
36PTGLTW,Maureen Marcano,MG Advanced,Xx-holding,Won,2017-01-26,2017-03-24,3106.0,finance,1993-01-01,7537.24,20293.0,United States,MG,3393.0,Summer Sewald,West
6WTNSL1T,Rosalina Dieter,MG Advanced,Newex,Won,2017-01-26,2017-03-19,2982.0,services,1991-01-01,1012.72,3492.0,Germany,MG,3393.0,Celia Rouche,West
PV1DISEC,Zane Levy,GTX Plus Pro,Hottechi,Won,2017-01-26,2017-03-16,6101.0,technolgy,1997-01-01,8170.38,16499.0,Korea,GTX,5482.0,Summer Sewald,West
S6BG03TB,Anna Snelling,GTX Plus Pro,Treequote,Won,2017-01-27,2017-05-08,5883.0,telecommunications,1988-01-01,5266.09,8595.0,United States,GTX,5482.0,Dustin Brinkmann,Central
2YOW2BI0,Corliss Cosme,GTX Plus Pro,Xx-zobam,Won,2017-01-27,2017-05-22,5051.0,entertainment,1989-01-01,3838.39,8274.0,United States,GTX,5482.0,Cara Losch,East
IQ9KYZCG,Darcel Schlecht,GTX Plus Basic,Statholdings,Won,2017-01-27,2017-05-11,1155.0,employment,1997-01-01,291.27,586.0,United States,GTX,1096.0,Melvin Marxen,Central
AWDOKG69,Garret Kinder,GTX Basic,Bluth Company,Lost,2017-01-27,2017-05-10,0.0,technolgy,1993-01-01,1242.32,3027.0,United States,GTX,550.0,Cara Losch,East
C4AFMVFM,James Ascencio,GTX Plus Pro,Cheers,Won,2017-01-27,2017-03-06,5616.0,entertainment,1993-01-01,4269.9,6472.0,United States,GTX,5482.0,Summer Sewald,West
WK6ERCGR,James Ascencio,GTX Plus Pro,Golddex,Won,2017-01-27,2017-06-06,5116.0,finance,2008-01-01,52.5,165.0,United States,GTX,5482.0,Summer Sewald,West
64DJ954O,Kary Hendrixson,GTX Plus Basic,Condax,Won,2017-01-27,2017-03-30,1136.0,medical,2017-01-01,4.54,9.0,United States,GTX,1096.0,Summer Sewald,West
84V18DBW,Anna Snelling,GTX Plus Basic,Finhigh,Won,2017-01-28,2017-06-01,1216.0,finance,2006-01-01,1102.43,1759.0,United States,GTX,1096.0,Dustin Brinkmann,Central
WFY0S4WW,Anna Snelling,GTX Plus Basic,Hottechi,Won,2017-01-28,2017-05-02,1089.0,technolgy,1997-01-01,8170.38,16499.0,Korea,GTX,1096.0,Dustin Brinkmann,Central
HA1KXAIS,Cassey Cress,MG Advanced,Condax,Won,2017-01-28,2017-06-04,3908.0,medical,2017-01-01,4.54,9.0,United States,MG,3393.0,Rocco Neubert,East
CENVLTFH,Corliss Cosme,GTX Plus Basic,Toughzap,Engaging,2017-01-28,,,retail,1995-01-01,332.43,799.0,United States,GTX,1096.0,Cara Losch,East
SNFW1FD7,Darcel Schlecht,MG Advanced,Streethex,Won,2017-01-28,2017-05-07,3369.0,retail,1988-01-01,1376.8,1165.0,Belgium,MG,3393.0,Melvin Marxen,Central
2EOF1QCY,James Ascencio,GTX Plus Pro,J-Texon,Won,2017-01-28,2017-05-20,5259.0,retail,1989-01-01,1388.67,3583.0,United States,GTX,5482.0,Summer Sewald,West
O5O4ZAAC,Maureen Marcano,GTX Plus Basic,Y-corporation,Lost,2017-01-28,2017-05-08,0.0,employment,1983-01-01,2871.35,9561.0,United States,GTX,1096.0,Summer Sewald,West
YBAKNQ8Z,Reed Clapper,MG Advanced,Bubba Gump,Lost,2017-01-28,2017-03-30,0.0,software,2002-01-01,987.39,2253.0,United States,MG,3393.0,Rocco Neubert,East
N5UIZYIV,Zane Levy,MG Special,Konmatfix,Engaging,2017-01-28,,,marketing,1985-01-01,375.43,1190.0,United States,MG,55.0,Summer Sewald,West
QY6HCHDH,Anna Snelling,MG Special,Condax,Won,2017-01-29,2017-05-25,52.0,medical,2017-01-01,4.54,9.0,United States,MG,55.0,Dustin Brinkmann,Central
CZ3XOD03,Boris Faz,GTX Plus Pro,Acme Corporation,Won,2017-01-29,2017-05-11,5772.0,technolgy,1996-01-01,1100.04,2822.0,United States,GTX,5482.0,Rocco Neubert,East
WVJBVA61,Cecily Lampkin,MG Advanced,Domzoom,Won,2017-01-29,2017-03-21,3496.0,entertainment,1998-01-01,217.87,551.0,United States,MG,3393.0,Dustin Brinkmann,Central
MV9AO6WU,Elease Gluck,MG Advanced,Finjob,Won,2017-01-29,2017-03-12,3602.0,employment,1988-01-01,2059.9,3644.0,United States,MG,3393.0,Celia Rouche,West
VS2G74XQ,Garret Kinder,MG Special,Yearin,Won,2017-01-29,2017-03-09,57.0,retail,2005-01-01,2261.05,3851.0,United States,MG,55.0,Cara Losch,East
Q37IWCG1,Gladys Colclough,MG Special,Funholding,Won,2017-01-29,2017-05-11,51.0,finance,1991-01-01,2819.5,7227.0,United States,MG,55.0,Melvin Marxen,Central
CUR03RXO,Hayden Neloms,MG Advanced,Sonron,Won,2017-01-29,2017-06-14,3689.0,telecommunications,1999-01-01,1699.85,5108.0,United States,MG,3393.0,Celia Rouche,West
81APSLDP,James Ascencio,GTX Plus Basic,Xx-holding,Won,2017-01-29,2017-05-03,1170.0,finance,1993-01-01,7537.24,20293.0,United States,GTX,1096.0,Summer Sewald,West
RBXWRHBJ,Jonathan Berthelot,GTX Basic,Rundofase,Lost,2017-01-29,2017-03-06,0.0,technolgy,1983-01-01,1008.06,1238.0,United States,GTX,550.0,Melvin Marxen,Central
05DTWSVC,Niesha Huffines,MG Special,Genco Pura Olive Oil Company,Lost,2017-01-29,2017-05-05,0.0,retail,2007-01-01,894.33,1635.0,Italy,MG,55.0,Melvin Marxen,Central
2YQHHWJ3,Versie Hillebrand,MG Special,Zumgoity,Lost,2017-01-29,2017-05-22,0.0,medical,1984-01-01,441.08,1210.0,United States,MG,55.0,Dustin Brinkmann,Central
ZW58VIDI,Vicki Laflamme,MG Special,Hatfan,Won,2017-01-29,2017-05-25,64.0,services,1982-01-01,792.46,1299.0,United States,MG,55.0,Celia Rouche,West
Q7IIF1IP,Vicki Laflamme,MG Special,J-Texon,Won,2017-01-29,2017-06-05,55.0,retail,1989-01-01,1388.67,3583.0,United States,MG,55.0,Celia Rouche,West
AALARPLH,Vicki Laflamme,MG Advanced,Goodsilron,Won,2017-01-29,2017-03-13,2970.0,marketing,2000-01-01,2952.73,5107.0,United States,MG,3393.0,Celia Rouche,West
